OBJECTID,lang,Titel,lat,lon,type_,pop,Height,Country,Subregion,Scale,dim,psize,style,t,image_,imagejpg,name,page_id,T_wikidata,Titel_aa,Titel_ab,Titel_ace,Titel_af,Titel_ak,Titel_als,Titel_am,Titel_an,Titel_ang,Titel_ar,Titel_arc,Titel_arz,Titel_ast,Titel_av,Titel_ay,Titel_az,Titel_ba,Titel_bar,Titel_bat_smg,Titel_bcl,Titel_be,Titel_be_x_old,Titel_bg,Titel_bh,Titel_bi,Titel_bm,Titel_bn,Titel_bo,Titel_bpy,Titel_br,Titel_bs,Titel_bug,Titel_bxr,Titel_ca,Titel_cbk_zam,Titel_cdo,Titel_ce,Titel_ceb,Titel_ch,Titel_cho,Titel_chr,Titel_chy,Titel_ckb,Titel_co,Titel_cr,Titel_crh,Titel_cs,Titel_csb,Titel_cu,Titel_cv,Titel_cy,Titel_da,Titel_de,Titel_diq,Titel_dsb,Titel_dv,Titel_dz,Titel_ee,Titel_el,Titel_eml,Titel_en,Titel_en_simple,Titel_eo,Titel_es,Titel_et,Titel_eu,Titel_ext,Titel_fa,Titel_ff,Titel_fi,Titel_fiu_vro,Titel_fj,Titel_fo,Titel_fr,Titel_frp,Titel_fur,Titel_fy,Titel_ga,Titel_gan,Titel_gd,Titel_gl,Titel_glk,Titel_gn,Titel_got,Titel_gu,Titel_gv,Titel_ha,Titel_hak,Titel_haw,Titel_he,Titel_hi,Titel_hif,Titel_ho,Titel_hr,Titel_hsb,Titel_ht,Titel_hu,Titel_hy,Titel_hz,Titel_ia,Titel_id,Titel_ie,Titel_ig,Titel_ii,Titel_ik,Titel_ilo,Titel_io,Titel_is,Titel_it,Titel_iu,Titel_ja,Titel_jbo,Titel_jv,Titel_ka,Titel_kaa,Titel_kab,Titel_kg,Titel_ki,Titel_kj,Titel_kk,Titel_kl,Titel_km,Titel_kn,Titel_ko,Titel_kr,Titel_ks,Titel_ksh,Titel_ku,Titel_kv,Titel_kw,Titel_ky,Titel_la,Titel_lad,Titel_lb,Titel_lbe,Titel_lg,Titel_li,Titel_lij,Titel_lmo,Titel_ln,Titel_lo,Titel_lt,Titel_lv,Titel_map_bms,Titel_mdf,Titel_mg,Titel_mh,Titel_mhr,Titel_mi,Titel_mk,Titel_ml,Titel_mn,Titel_mo,Titel_mr,Titel_ms,Titel_mt,Titel_mus,Titel_mwl,Titel_my,Titel_myv,Titel_mzn,Titel_na,Titel_nah,Titel_nap,Titel_nds,Titel_nds_nl,Titel_ne,Titel_new,Titel_ng,Titel_nl,Titel_nn,Titel_no,Titel_nostalgia,Titel_nov,Titel_nrm,Titel_nv,Titel_ny,Titel_oc,Titel_om,Titel_or,Titel_os,Titel_pa,Titel_pag,Titel_pam,Titel_pap,Titel_pcd,Titel_pdc,Titel_pi,Titel_pih,Titel_pl,Titel_pms,Titel_pnb,Titel_pnt,Titel_ps,Titel_pt,Titel_qu,Titel_rm,Titel_rmy,Titel_rn,Titel_ro,Titel_roa_rup,Titel_roa_tara,Titel_ru,Titel_rw,Titel_sa,Titel_sah,Titel_sc,Titel_scn,Titel_sco,Titel_sd,Titel_se,Titel_sg,Titel_sh,Titel_si,Titel_simple,Titel_sk,Titel_sl,Titel_sm,Titel_sn,Titel_so,Titel_sq,Titel_sr,Titel_srn,Titel_ss,Titel_st,Titel_stq,Titel_su,Titel_sv,Titel_sw,Titel_szl,Titel_ta,Titel_te,Titel_tet,Titel_tg,Titel_th,Titel_ti,Titel_tk,Titel_tl,Titel_tlh,Titel_tn,Titel_to,Titel_tokipona,Titel_tpi,Titel_tr,Titel_ts,Titel_tt,Titel_tum,Titel_tw,Titel_ty,Titel_udm,Titel_ug,Titel_uk,Titel_ur,Titel_uz,Titel_ve,Titel_vec,Titel_vi,Titel_vls,Titel_vo,Titel_wa,Titel_war,Titel_wo,Titel_wuu,Titel_xal,Titel_xh,Titel_yi,Titel_yo,Titel_za,Titel_zea,Titel_zh,Titel_zh_classical,Titel_zh_min_nan,Titel_zh_yue,Titel_zu,POINT_X,POINT_Y,article
"1,034",en,Ecuador Department,-0.216666670000000,-78.516666670000006,adm1st,,,,,,,712.0000000,adm1st,,Gran_Colombia_-_Ecuador_(1824-1830).svg,,,30410907,Q3044676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecuador Department,,,Departamento de Ecuador,,,,,,,,,,Département de Quito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equador (departamento),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.516666669999950,-0.216666669999938,http://en.wikipedia.org/w/index.php?curid=30410907
"1,035",en,Ecuador,-0.150000000000000,-78.349999999999994,country,,,,,,,"137,049.0000000",country,,AJSucre.jpg,AJSucre.jpg,,9334,Q736,,,Èkuador,Ecuador,,Ecuador,ኤኳዶር,Ecuador,Ecuador,الإكوادور,,اكوادور,Ecuador,,Ikwadur,Ekvador,Эквадор,Ecuador,Ekvaduors,Ekwador,Эквадор,Эквадор,Еквадор,,,,ইকুয়েডর,ཨེ་ཁོའོ་ཌོར།,ইকুয়াডর,Ecuador,Ekvador,,Эквадор,Equador,,,Эквадор,Ecuador,,,,,ئێکوادۆر,,,Ekvador,Ekvádor,,,Эквадор,Ecwador,Ecuador,Ecuador,Ekwador,Ekuador,އިކުއެޑޯރު,,Ecuador,Ισημερινός (χώρα),,Ecuador,,Ekvadoro,Ecuador,Ecuador,Ekuador,Equadol,اکوادور,,Ecuador,Ecuador,,Ekvador,Équateur (pays),Èquator (payis),,Ekwador,Eacuadór,,Eacuador,Ecuador,,Ekuator,,ઈક્વેડોર,Ecuador,,,,אקוודור,ईक्वाडोर,Ecuador,,Ekvador,Ekwador,Ekwatè (peyi),Ecuador,Էկվադոր,,Ecuador,Ekuador,Ecuador,,,,Ecuador,Equador,Ekvador,Ecuador,,エクアドル,ekuador,Ekuador,ეკვადორი,,,,Ecuador,,Эквадор,Ecuador,,ಎಕ್ವಡಾರ್,에콰도르,,,,Ekuador,,Pow Ekwadorel,,Aequatoria,Ekvador,Ecuador,,,Ecuador,Ecuadòr,Ecuador,Republíki ya Ekwatéli,,Ekvadoras,Ekvadora,,,Ekoadôra,,Эквадор,Ekuatoa,Еквадор,ഇക്വഡോർ,Эквадор,,इक्वेडोर,Ecuador,Ekwador,,Eiquador,အီကွေဒေါနိုင်ငံ,,اکوادر,Ekwador,Ecuador,,Ecuador,,इक्वेडर,,,Ecuador,Ecuador,Ecuador,,Equador,,Kéyah Nahasdzáán Ałníiʼgi Siʼánígíí,,Eqüator (país),,ଇକ୍ଵାଡୋର,Эквадор,ਏਕੁਆਦੋਰ,Equador,Ecuador,Ecuador,,,,Ekwador,Ekwador,Ecuador,ایکویڈار,,اېکوادور,Equador,Ikwadur,Ecuador,Ekuador,,Ecuador,Ecuador,,Эквадор,Ekwadoro,एक्वाडोर,Экуадор,,Ecuador,Ecuador,,Ecuador,,Ekvador,,Ecuador,Ekvádor,Ekvador,,Ecuador,Ikwadoor,Ekuadori,Еквадор,,,,,Ékuador,Ecuador,Ekuador,Ekwadůr,எக்குவடோர்,ఈక్వడార్,Ekuadór,Экуадор,ประเทศเอกวาดอร์,,,Ecuador,,,,,,Ekvador,,Эквадор,,,,,ئېكۋادور,Еквадор,ایکواڈور,Ekvador,,Ecuador,Ecuador,,Lekvadorän,Ecwateur,Ecuador,Ekwadoor,厄瓜多尔,Эквадормудин Орн,,עקוואדאר,Ẹ̀kùàdọ̀r,,Ecuador,厄瓜多尔,,Ecuador,厄瓜多爾,,-78.349999999999966,-0.149999999999977,http://en.wikipedia.org/w/index.php?curid=9334
"1,036",en,Edmundo Carvajal Airport,-2.299166670000000,-78.120833329999996,airport,,,EC,,,,"2,501.0000000",airport,,Airplane_silhouette.svg,,,7596960,Q2374473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edmundo Carvajal Airport,,,Aeropuerto Coronel Edmundo Carvajal,,,,فرودگاه ادموندو کروایال,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lapangan Terbang Crnl. E. Carvajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Port lotniczy Macas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Фурудгоҳи одмунду круиёл,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.120833329999982,-2.299166669999977,http://en.wikipedia.org/w/index.php?curid=7596960
"1,037",en,El Altar,-1.663333330000000,-78.409166670000005,mountain,,,EC,,,,"6,144.0000000",mountain,,Ecuador_relief_location_map.svg,Lagunacollanes.JPG,,1121216,Q988603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Altar,,,,,,,,El Altar,,,Volcán El Altar,,,,,,,,,,Altar,,,,,,,,,,,,,,,,,,,,,,,El Altar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Altaras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Altar,,,,,,,,,,,,,,,,,,El Altar,,,,,El Altar,Qhapaq Urqu,,,,,,,Алтар (вулкан),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,埃爾阿爾塔火山,,,,,-78.409166669999934,-1.663333329999944,http://en.wikipedia.org/w/index.php?curid=1121216
"1,038",en,El Cajas,-2.833333330000000,-79.166666669999998,landmark,,,EC,,,,"7,955.0000000",landmark,,Cajas.entry.jpg,Cajas.entry.jpg,,576265,Q1295864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nationalpark Cajas,,,,,,,,El Cajas,,,Parque nacional El Cajas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kachaso nacionalinis parkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cajas mama llaqta parki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,卡哈國家公園,,,,,-79.166666669999984,-2.833333329999960,http://en.wikipedia.org/w/index.php?curid=576265
"1,039",en,El Carmen de Pijilí,-2.750000000000000,-79.599999999999994,city,1239,,EC,,,,"2,638.0000000",city,,Ecuador_location_map.svg,,,26348724,Q5350943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Carmen de Pijilí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.599999999999966,-2.749999999999943,http://en.wikipedia.org/w/index.php?curid=26348724
"1,040",en,El Carmen Canton,-1.314700000000000,-80.016900000000007,city,,,EC,,,,"2,388.0000000",city,,Cantones_de_Manabí.png,,,26040556,Q1992905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Carmen Canton,,,Cantón El Carmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cantone di El Carmen,,,,,ელ-კარმენის კანტონი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Carmen kiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.016899999999964,-1.314699999999959,http://en.wikipedia.org/w/index.php?curid=26040556
"1,041",en,El Cenepa District,-4.083055560000000,-77.900000000000006,,,,PE,,,,"2,929.0000000",,,Flag_of_Peru.svg,,,6230349,Q1229824,,,,,,,,,,,,,,,El Cenepa jisk'a t'aqa suyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distrikt El Cenepa (Condorcanqui),,,,,,,,El Cenepa District,,,Distrito de El Cenepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distretto di El Cenepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Cenepa (distrikt),,,,,,,,,,,,,,,,,,,,,,,El Cenepa (distrito),Sinipa distritu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.899999999999977,-4.083055559999934,http://en.wikipedia.org/w/index.php?curid=6230349
"1,042",en,"El Chaco, Ecuador",-0.340277780000000,-77.808888890000006,city,3000,,EC,,,,"1,541.0000000",city,,Ecuador_location_map.svg,,,24386089,Q5351001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Chaco, Ecuador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaku llaqta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.808888889999935,-0.340277779999951,http://en.wikipedia.org/w/index.php?curid=24386089
"1,043",en,El Chaco Canton,-0.340277780000000,-77.808888890000006,city,,,EC,,,,"2,441.0000000",city,,Ecuador_Napo_province.svg,,,26041424,Q1989394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Chaco Canton,,,Cantón El Chaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cantone di El Chaco,,,,,ელ-ჩაკოს კანტონი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaku kiti,,,,,,,Эль-Чако (кантон),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.808888889999935,-0.340277779999951,http://en.wikipedia.org/w/index.php?curid=26041424
"1,044",en,El Cisne,-3.851238890000000,-79.425316670000001,city,1532,,EC,,,,"2,227.0000000",city,,Basílica_Del_Cisne.JPG,Basílica_Del_Cisne.JPG,,20794146,Q5351030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Cisne,,,El Cisne (Loja),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Cisne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.425316669999972,-3.851238889999934,http://en.wikipedia.org/w/index.php?curid=20794146
"1,045",en,"El Corazón, Cotopaxi",-1.133333330000000,-79.066666670000004,city,1436,,EC,,,,"1,623.0000000",city,,Ecuador_location_map.svg,,,24385649,Q5351066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Corazón, Cotopaxi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shunku (Kutupaksi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.066666669999961,-1.133333329999971,http://en.wikipedia.org/w/index.php?curid=24385649
"1,046",en,El Doncello,1.683333330000000,-75.283333330000005,city,,,CO,,,,"2,744.0000000",city,,Colombia_-_Caqueta_-_El_Doncello.svg,,,10847055,Q746033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Doncello,,,El Doncello,,,,,,,,,,El Doncello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Doncello,,,,,ელ-დონსელიო,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Doncello,,,,,,,,,,,,,,,El Doncello,,,,,,,,,,,,,,,,,,,,,,,,,El Doncello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Doncello,,,,,,,,,,,,,,,,,,,El Doncello,,,,El Doncello,,,,,,,,,埃爾東塞略,,,,,-75.283333329999948,1.683333330000039,http://en.wikipedia.org/w/index.php?curid=10847055
"1,047",en,El Empalme Canton,-1.046111110000000,-79.633611110000004,adm2nd,,,EC,,,,"2,503.0000000",adm2nd,,Ecuador_Guayas_province.svg,,,25988780,Q607595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Empalme Canton,,,Cantón El Empalme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cantone di El Empalme,,,,,ელ-ემპალმეს კანტონი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Empalme kiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.633611109999947,-1.046111109999970,http://en.wikipedia.org/w/index.php?curid=25988780
"1,048",en,El Encanto,-1.778888890000000,-73.210555560000003,city,4376,,CO,,,,"2,929.0000000",city,,Colombia_-_Amazonas_-_El_Encanto.svg,,,5143428,Q665774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Encanto,,,El Encanto,,,,,,,,,,El Encanto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Encanto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Encanto,,,,,,,,,,,,,,,El Encanto,,,,,,,,,,,,,,,,,,,,,,,,,El Encanto,,,,,,,,Эль-Энканто,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Encanto,,,,,,,,,,,,,,,,,,,El Encanto,,,,El Encanto,,,,,,,,,埃爾恩坎托,,,,,-73.210555559999989,-1.778888889999962,http://en.wikipedia.org/w/index.php?curid=5143428
"1,049",en,El Guabo,-3.238800000000000,-79.829200000000000,,,,EC,,,,508.0000000,,,Flag-map_of_Ecuador.svg,,,2033799,Q5351356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Guabo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wapu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.829199999999958,-3.238799999999969,http://en.wikipedia.org/w/index.php?curid=2033799
"1,050",en,El Guabo Canton,-3.238800000000000,-79.829200000000000,city,,,EC,,,,"7,940.0000000",city,,Cantones_de_El_Oro.png,,,25988621,Q2448730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Guabo Canton,,,Cantón El Guabo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cantone di El Guabo,,,,,ელ-გუაბოს კანტონი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Guabo (cantão),Wapu kiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.829199999999958,-3.238799999999969,http://en.wikipedia.org/w/index.php?curid=25988621
"1,051",en,El Oro Province,-3.266670000000000,-79.966700000000003,,,,EC,,,,"8,419.0000000",,,Bandera_Província_El_Oro.svg,Iglesia_Parque_Apartadero.jpg,,696562,Q466019,,,,,,,,,,,,,,,,,,,,,Правінцыя Эль-Ора,Эль-Ора,Ел Оро (провинция),,,,,,,,,,,Província d'El Oro,,,,,,,,,,,,,,,,,,,Provinz El Oro,,,,,,,,El Oro Province,,El Oro (Ekvadoro),Provincia de El Oro,,,,استان ال اورو,,El Oro,,,,El Oro,,,,,,,,,,,,,,,,,,,,,,,El Oro tartomány,,,,Provinsi El Oro,,,,,,,,Provincia di El Oro,,エル・オロ県,,,ელ-ოროს პროვინცია,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Oro provincija,,,,,,,,,,,,,Pentadbiran El Oro,,,,,,,,,,,,,,,El Oro,,El Oro,,,,,,,,,,,,,,,,,,Prowincja El Oro,,صوبہ ایل اورو,,,El Oro,Kuri marka,,,,,,,Эль-Оро,,,,,,El Oro Province,,El Oro (provinsa),,,,,,,,,,,,,,,,,El Oro (provins),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Oro,,,,,,,,,埃爾奧羅省,,,,,-79.966699999999946,-3.266669999999976,http://en.wikipedia.org/w/index.php?curid=696562
"1,052",en,El Paujil,1.564440000000000,-75.331900000000005,,,,CO,,,,"2,267.0000000",,,Colombia_-_Caqueta_-_El_Paujil.svg,,,10847057,Q13998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Paujil,,,El Paujil,,,,,,,,,,El Paujil (Colombie),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Paujil,,,,,ელ-პაუხილი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Paujil,,,,,,,,,,,,,,,El Paujil,,,,,,,,El Paujil,,,,,,,,,,,,,,,,,El Paujil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Paujil,,,,,,,,,,,,,,,,,,,,,,,El Paujil,,,,,,,,,埃爾保希爾,,,,,-75.331899999999962,1.564440000000047,http://en.wikipedia.org/w/index.php?curid=10847057
"1,053",en,El Panecillo,-0.228611110000000,-78.518611109999995,landmark,,,EC,P,,,"3,175.0000000",landmark,,Commons-logo.svg,Quito_calle_García_Moreno.jpg,,1883631,Q1871347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Panecillo,,,,,,,,El Panecillo,,,El Panecillo,,,,,,,,,,El Panecillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Panecillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Panecillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.518611109999938,-0.228611109999974,http://en.wikipedia.org/w/index.php?curid=1883631
"1,054",en,El Pan Canton,-2.786111110000000,-78.665000000000006,adm2nd,,,EC,,,,"2,477.0000000",adm2nd,,Cantones_de_Azuay.png,,,25976351,Q2449110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Pan Canton,,,Cantón El Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cantone di El Pan,,,,,ელ-პანის კანტონი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Pan (cantão),Tanta kiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.664999999999964,-2.786111109999979,http://en.wikipedia.org/w/index.php?curid=25976351
"1,055",en,El Pangui Canton,-3.624900000000000,-78.587100000000007,city,,,EC,,,,"2,451.0000000",city,,Cantones_de_Zamora_Chinchipe.png,,,26041992,Q1990054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Pangui Canton,,,Cantón El Pangui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cantone di El Pangui,,,,,ელ-პანგის კანტონი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panki kiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.587099999999964,-3.624899999999968,http://en.wikipedia.org/w/index.php?curid=26041992
"1,056",en,El Quimbo Dam,1.500000000000000,-76.583333330000002,landmark,,,,,,,"7,130.5000000",landmark,,Honda_(Colombia).jpg,Honda_(Colombia).jpg,,32012319,Q2884944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Quimbo Dam,,,Represa del Quimbo,,,,,,,,,,Barrage El Quimbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.583333329999959,1.500000000000057,http://en.wikipedia.org/w/index.php?curid=32012319
